종목코드,탭코드,종목명,현재가,등락구분,전일비,등락률,순자산가치(NAV),3개월수익률,거래량,거래대금(백만),시가총액(억),유형,브랜드,인버스,레버리지,환헤지(H)
395280,2,HANARO Fn K-게임,5415,5,-10,-0.18,5419.0,-23.6776,648,3,171,국내 업종/테마,HANARO,False,False,False
237350,1,KODEX 코스피100,24260,5,-110,-0.45,24290.0,-9.9842,6572,159,170,국내 시장지수,KODEX,False,False,False
395160,2,KODEX Fn시스템반도체,7335,5,-60,-0.81,7346.0,-18.4226,5745,41,169,국내 업종/테마,KODEX,False,False,False
352560,7,KODEX 다우존스미국리츠(H),12790,5,-155,-1.2,12753.0,-14.0724,883,11,166,기타,KODEX,False,False,True
271060,5,KODEX 3대농산물선물(H),12240,2,90,0.74,12225.0,-19.696,21512,264,165,원자재,KODEX,False,False,True
360140,2,KODEX 200롱코스닥150숏선물,10305,5,-70,-0.67,10326.0,-0.7178,1,0,165,국내 업종/테마,KODEX,False,False,False
400580,4,SOL 유럽탄소배출권선물S&P(H),13485,5,-45,-0.33,13558.0,7.2107,2495,33,162,해외 주식,SOL,False,False,True
213630,4,ARIRANG 미국다우존스고배당주(합성 H),15470,5,-100,-0.64,15492.0,-8.8141,1657,25,159,해외 주식,ARIRANG,False,False,False
289260,2,TIGER MSCI KOREA ESG리더스,8490,5,-40,-0.47,8515.0,-13.2778,87,0,158,국내 업종/테마,TIGER,False,False,False
211900,2,KODEX 배당성장,12440,2,10,0.08,12486.0,-15.5858,1300,16,156,국내 업종/테마,KODEX,False,False,False
354500,1,KINDEX 코스닥150,11105,2,20,0.18,11234.0,-13.4931,461,5,155,국내 시장지수,KINDEX,False,False,False
276990,4,KODEX 글로벌4차산업로보틱스(합성),14220,5,-65,-0.46,14151.0,-7.8982,3484,49,155,해외 주식,KODEX,False,False,False
102960,2,KODEX 기계장비,4950,5,-25,-0.5,4949.0,-11.2242,4277,21,154,국내 업종/테마,KODEX,False,False,False
139250,2,TIGER 200 에너지화학,14805,2,175,1.2,14805.0,-12.0741,5228,77,154,국내 업종/테마,TIGER,False,False,False
251590,2,ARIRANG 고배당저변동50,10535,5,-15,-0.14,10564.0,-9.302,1188,12,153,국내 업종/테마,ARIRANG,False,False,False
300610,2,TIGER K게임,10065,2,35,0.35,10055.0,-25.0038,1053,10,151,국내 업종/테마,TIGER,False,False,False
253250,3,KOSEF 200선물레버리지,13320,5,-135,-1.0,13330.0,-21.2237,8165,108,151,국내 파생,KOSEF,False,True,False
289040,2,KODEX MSCI KOREA ESG유니버설,9390,5,-15,-0.16,9373.0,-10.9544,32,0,150,국내 업종/테마,KODEX,False,False,False
373790,4,KOSEF 미국방어배당성장나스닥,13350,5,-255,-1.87,13306.0,-1.3488,2801,37,147,해외 주식,KOSEF,False,False,False
292730,1,FOCUS KRX300,14675,3,0,0.0,14693.0,-10.8445,0,0,147,국내 시장지수,FOCUS,False,False,False
245350,4,TIGER 유로스탁스배당30,10445,5,-5,-0.05,10530.0,-11.3957,998,10,146,해외 주식,TIGER,False,False,False
266410,2,KODEX 필수소비재,7175,2,5,0.07,7177.0,-10.8653,3661,26,144,국내 업종/테마,KODEX,False,False,False
153270,1,KOSEF 코스피100,23705,5,-95,-0.4,23724.0,-10.3781,115,2,142,국내 시장지수,KOSEF,False,False,False
182490,6,TIGER 단기선진하이일드(합성 H),11570,3,0,0.0,11616.0,-4.5774,1,0,139,채권,TIGER,False,False,False
411720,4,KBSTAR 글로벌메타버스Moorgate,7705,5,-100,-1.28,7795.0,-8.1765,320,2,139,해외 주식,KBSTAR,False,False,False
183700,7,KBSTAR 채권혼합,57645,2,30,0.05,57633.0,-3.0263,4,0,138,기타,KBSTAR,False,False,False
433330,4,SOL 미국S&P500,10590,5,-135,-1.26,10554.0,,32741,347,138,해외 주식,SOL,False,False,False
122090,1,ARIRANG 코스피50,21785,5,-85,-0.39,21744.0,-9.9926,55,1,137,국내 시장지수,ARIRANG,False,False,False
411050,4,KINDEX 글로벌메타버스테크액티브,6795,5,-65,-0.95,6804.0,-14.0351,177,1,136,해외 주식,KINDEX,False,False,False
227830,1,ARIRANG 코스피,24645,5,-40,-0.16,24617.0,-11.7858,45,1,136,국내 시장지수,ARIRANG,False,False,False
253160,3,ARIRANG 200선물인버스2X,6425,2,65,1.02,6421.0,21.6061,83845,540,135,국내 파생,ARIRANG,True,False,False
253290,7,KBSTAR 헬스케어채권혼합,11185,5,-5,-0.04,11193.0,0.539,2269,25,134,기타,KBSTAR,False,False,False
241390,7,KBSTAR V&S셀렉트밸류채권혼합,11035,2,85,0.78,11042.0,-6.4743,7392,81,132,기타,KBSTAR,False,False,False
295020,6,KBSTAR 국채선물10년인버스,52075,2,40,0.08,52095.0,-1.1963,6,0,132,채권,KBSTAR,True,False,False
433970,7,KODEX TDF2030액티브,10150,5,-15,-0.15,10191.0,,7777,78,132,기타,KODEX,False,False,False
360150,2,KODEX 코스닥150롱코스피200숏선물,8750,2,65,0.75,8791.0,-0.3443,764,6,131,국내 업종/테마,KODEX,False,False,False
331910,2,KOSEF Fn중소형,19840,2,120,0.61,19829.0,-17.8197,45,0,131,국내 업종/테마,KOSEF,False,False,False
276000,4,TIGER 글로벌자원생산기업(합성 H),13660,2,145,1.07,13763.0,-23.4495,1702,23,130,해외 주식,TIGER,False,False,False
422260,2,VITA MZ소비액티브,7615,5,-15,-0.2,7708.0,-24.7906,99396,757,129,국내 업종/테마,VITA,False,False,False
285690,2,FOCUS ESG리더스,9465,2,25,0.26,9485.0,-12.73,16,0,128,국내 업종/테마,FOCUS,False,False,False
419420,4,KODEX 미국클린에너지나스닥,9105,5,-65,-0.71,9237.0,-4.1297,3255,29,127,해외 주식,KODEX,False,False,False
223190,2,KODEX 200가치저변동,9045,5,-60,-0.66,9069.0,-11.266,229,2,127,국내 업종/테마,KODEX,False,False,False
413220,4,SOL 차이나태양광CSI(합성),10500,5,-270,-2.51,10522.0,35.6423,21601,229,126,해외 주식,SOL,False,False,False
429760,4,ARIRANG 미국S&P500,9650,5,-145,-1.48,9636.0,,2829,27,125,해외 주식,ARIRANG,False,False,False
278620,6,ARIRANG 단기채권액티브,105975,3,0,0.0,105998.0,-0.0048,0,0,125,채권,ARIRANG,False,False,False
238720,4,KINDEX 일본Nikkei225(H),17815,5,-85,-0.47,17798.0,1.3016,67,1,125,해외 주식,KINDEX,False,False,True
289670,6,ARIRANG 국채선물10년,51845,5,-55,-0.11,51825.0,1.6252,1440,74,124,채권,ARIRANG,False,False,False
227570,2,TIGER 우량가치,9905,2,25,0.25,9910.0,-15.0765,54,0,122,국내 업종/테마,TIGER,False,False,False
292560,7,TIGER 일본엔선물,9350,2,5,0.05,9345.0,-2.0954,19427,181,122,기타,TIGER,False,False,False
211560,2,TIGER 배당성장,15480,5,-30,-0.19,15539.0,-15.6424,1088,16,121,국내 업종/테마,TIGER,False,False,False
404120,2,TIMEFOLIO 탄소중립액티브,8015,2,95,1.2,8052.0,-10.0,3,0,120,국내 업종/테마,TIMEFOLIO,False,False,False
322410,2,HANARO 고배당,9960,5,-25,-0.25,9959.0,-12.0342,158,1,120,국내 업종/테마,HANARO,False,False,False
196030,4,KINDEX 일본TOPIX레버리지(H),19865,2,170,0.86,19914.0,-0.2027,157,3,119,해외 주식,KINDEX,False,True,True
412570,2,TIGER KRX2차전지K-뉴딜레버리지,5405,5,-45,-0.83,5440.0,-22.5303,32181,175,119,국내 업종/테마,TIGER,False,True,False
426030,4,TIMEFOLIO 미국나스닥100액티브,9835,5,-165,-1.65,9830.0,,8,0,118,해외 주식,TIMEFOLIO,False,False,False
316670,1,KOSEF 코스닥150,5540,2,30,0.54,5604.0,-12.2612,104,0,117,국내 시장지수,KOSEF,False,False,False
337150,2,KODEX 200exTOP,10670,3,0,0.0,10699.0,-12.3614,0,0,117,국내 업종/테마,KODEX,False,False,False
426020,4,TIMEFOLIO 미국S&P500액티브,9760,5,-100,-1.01,9766.0,,89,0,117,해외 주식,TIMEFOLIO,False,False,False
225130,4,KINDEX 골드선물 레버리지(합성 H),14630,5,-75,-0.51,14607.0,-26.1056,3845,56,117,해외 주식,KINDEX,False,True,False
306950,3,KODEX KRX300레버리지,11520,5,-105,-0.9,11582.0,-23.0388,348,4,115,국내 파생,KODEX,False,True,False
251600,7,ARIRANG 고배당주채권혼합,10440,5,-35,-0.33,10438.0,-4.5993,1298,13,115,기타,ARIRANG,False,False,False
200030,4,KODEX 미국S&P산업재(합성),19855,5,-260,-1.29,19816.0,-6.202,115,2,114,해외 주식,KODEX,False,False,False
421320,2,ARIRANG iSelect우주항공&UAM,9040,2,155,1.74,9041.0,-12.1602,66124,595,113,국내 업종/테마,ARIRANG,False,False,False
289250,2,TIGER MSCI KOREA ESG유니버설,9390,3,0,0.0,9361.0,-11.2141,0,0,113,국내 업종/테마,TIGER,False,False,False
248260,4,TIGER 일본TOPIX헬스케어(합성),11260,5,-215,-1.87,11335.0,7.1929,357,4,113,해외 주식,TIGER,False,False,False
413930,2,WOORI AI ESG액티브,8040,5,-15,-0.19,8037.0,-9.596,128,1,113,국내 업종/테마,WOORI,False,False,False
138530,2,TIGER LG그룹+펀더멘털,8385,5,-5,-0.06,8392.0,-13.012,1617,13,112,국내 업종/테마,TIGER,False,False,False
399580,4,KBSTAR 글로벌클린에너지S&P,9315,2,115,1.25,9337.0,-0.7016,2450,22,112,해외 주식,KBSTAR,False,False,False
429000,4,TIGER 미국S&P500배당귀족,9680,5,-100,-1.02,9640.0,,13124,127,111,해외 주식,TIGER,False,False,False
415760,4,SOL 차이나육성산업액티브(합성),8545,5,-155,-1.78,8676.0,9.8484,1858,15,111,해외 주식,SOL,False,False,False
435040,4,KINDEX 글로벌브랜드TOP10블룸버그,10035,5,-65,-0.64,10033.0,,3549,35,110,해외 주식,KINDEX,False,False,False
244670,2,KODEX 밸류Plus,7855,2,40,0.51,7868.0,-17.7109,468,3,110,국내 업종/테마,KODEX,False,False,False
390400,4,KODEX 미국스마트모빌리티S&P,6860,5,-20,-0.29,6836.0,-8.9948,452,3,110,해외 주식,KODEX,False,False,False
219900,4,KINDEX 중국본토CSI300레버리지(합성),4565,5,-110,-2.35,4632.0,5.7692,4860,22,110,해외 주식,KINDEX,False,True,False
272910,6,KINDEX 중장기국공채액티브,96010,5,-100,-0.1,95985.0,-0.052,2,0,108,채권,KINDEX,False,False,False
433220,4,에셋플러스 글로벌대장장이액티브,9840,5,-115,-1.16,9900.0,,24312,240,108,해외 주식,에셋플러스,False,False,False
428510,4,KODEX 차이나메타버스액티브,10790,5,-185,-1.69,10904.0,,815,8,108,해외 주식,KODEX,False,False,False
104530,2,KOSEF 고배당,7900,5,-35,-0.44,7900.0,-18.1622,2615,20,107,국내 업종/테마,KOSEF,False,False,False
407820,2,에셋플러스 코리아플랫폼액티브,6605,5,-15,-0.23,6607.0,-27.1327,3067,20,106,국내 업종/테마,에셋플러스,False,False,False
140950,1,파워 코스피100,23860,5,-245,-1.02,23964.0,-9.7361,148,3,105,국내 시장지수,파워,False,False,False
091220,2,TIGER 은행,6215,5,-25,-0.4,6220.0,-21.4304,19575,121,104,국내 업종/테마,TIGER,False,False,False
418670,4,TIGER 글로벌사이버보안INDXX,10005,5,-80,-0.79,10076.0,-12.7596,1344,13,104,해외 주식,TIGER,False,False,False
285000,2,KBSTAR 200IT,12525,5,-95,-0.75,12527.0,-12.4584,68,0,103,국내 업종/테마,KBSTAR,False,False,False
292500,1,SOL KRX300,14670,5,-40,-0.27,14667.0,-10.5014,3,0,103,국내 시장지수,SOL,False,False,False
433500,2,KINDEX 원자력테마딥서치,11350,2,40,0.35,11370.0,,19607,222,102,국내 업종/테마,KINDEX,False,False,False
435420,7,TIGER 미국나스닥100TR채권혼합Fn,10210,5,-60,-0.58,10202.0,,113504,1159,102,기타,TIGER,False,False,False
368680,2,KODEX Fn K-뉴딜디지털플러스,8500,5,-35,-0.41,8518.0,-8.4621,109,0,102,국내 업종/테마,KODEX,False,False,False
430500,7,KOSEF 물가채KIS,101380,2,80,0.08,101445.0,,72,7,101,기타,KOSEF,False,False,False
279540,2,KODEX 최소변동성,10135,5,-50,-0.49,10179.0,-11.864,2,0,101,국내 업종/테마,KODEX,False,False,False
250730,4,KBSTAR 차이나HSCEI(H),8440,5,-60,-0.71,8448.0,0.4134,622,5,101,해외 주식,KBSTAR,False,False,True
195920,4,TIGER 일본TOPIX(합성 H),15765,2,15,0.1,15776.0,0.8645,6,0,101,해외 주식,TIGER,False,False,False
138910,5,KODEX 구리선물(H),5920,5,-30,-0.5,5925.0,-31.8052,24321,145,101,원자재,KODEX,False,False,True
354240,7,KBSTAR 미국고정배당우선증권ICE TR,10390,5,-170,-1.61,10406.0,6.2908,3117,32,99,기타,KBSTAR,False,False,False
229720,1,KODEX KTOP30,16440,5,-65,-0.39,16465.0,-9.981,235,3,99,국내 시장지수,KODEX,False,False,False
423170,4,SOL 한국형글로벌반도체액티브,8950,5,-50,-0.56,8980.0,-6.7358,3334,29,98,해외 주식,SOL,False,False,False
104520,2,KOSEF 블루칩,8135,5,-20,-0.25,8135.0,-9.9989,70,0,98,국내 업종/테마,KOSEF,False,False,False
310080,4,KBSTAR 중국MSCI China(H),9260,5,-150,-1.59,9204.0,1.0198,1199,11,97,해외 주식,KBSTAR,False,False,True
292050,1,KBSTAR KRX300,14775,5,-90,-0.61,14818.0,-10.694,6,0,96,국내 시장지수,KBSTAR,False,False,False
139660,7,KOSEF 미국달러선물인버스,9085,2,35,0.39,9082.0,-6.46,5917,53,95,기타,KOSEF,True,False,False
429010,4,TIGER 미국나스닥넥스트100,10000,5,-70,-0.7,10013.0,,396,3,95,해외 주식,TIGER,False,False,False
253150,3,ARIRANG 200선물레버리지,26935,5,-270,-0.99,26942.0,-21.1792,5871,157,94,국내 파생,ARIRANG,False,True,False
138920,5,KODEX 콩선물(H),13420,2,155,1.17,13383.0,-9.639,2916,39,94,원자재,KODEX,False,False,True
139240,2,TIGER 200 철강소재,7335,2,75,1.03,7344.0,-25.2395,1908,13,94,국내 업종/테마,TIGER,False,False,False
225060,4,TIGER 이머징마켓MSCI레버리지(합성 H),7565,2,45,0.6,7555.0,-23.1084,1571,11,94,해외 주식,TIGER,False,True,False
272570,6,KBSTAR 중장기국공채액티브,99315,5,-60,-0.06,99245.0,0.7808,3,0,93,채권,KBSTAR,False,False,False
185680,4,KODEX 미국S&P바이오(합성),22960,5,-835,-3.51,22799.0,0.063,4377,100,93,해외 주식,KODEX,False,False,False
375760,2,HANARO 탄소효율그린뉴딜,7705,5,-30,-0.39,7701.0,-10.2981,60,0,92,국내 업종/테마,HANARO,False,False,False
261070,2,TIGER 코스닥150바이오테크,8390,2,75,0.9,8499.0,2.2755,29360,245,92,국내 업종/테마,TIGER,False,False,False
433250,1,UNICORN R&D 액티브,10230,5,-30,-0.29,10243.0,,10,0,92,국내 시장지수,UNICORN,False,False,False
225050,4,TIGER 유로스탁스레버리지(합성 H),6565,5,-75,-1.13,6733.0,-18.7768,1889,12,92,해외 주식,TIGER,False,True,False
101280,4,KODEX 일본TOPIX100,15225,2,125,0.83,15199.0,-2.297,269,4,91,해외 주식,KODEX,False,False,False
429980,7,SOL 한국형글로벌전기차&2차전지액티브,10150,2,65,0.64,10151.0,,9177,93,91,기타,SOL,False,False,False
403790,1,마이다스 KoreaStock액티브,17125,5,-40,-0.23,17189.0,-11.2462,4790,82,90,국내 시장지수,마이다스,False,False,False
436180,2,ARIRANG K-유니콘투자기업액티브,9915,5,-45,-0.45,9932.0,,45,0,89,국내 업종/테마,ARIRANG,False,False,False
143460,2,KINDEX 밸류대형,8075,5,-30,-0.37,8084.0,-10.1641,51,0,89,국내 업종/테마,KINDEX,False,False,False
100910,1,KOSEF KRX100,4930,5,-20,-0.4,4933.0,-10.3748,59,0,89,국내 시장지수,KOSEF,False,False,False
280320,4,KINDEX 미국IT인터넷S&P(합성 H),11085,2,10,0.09,10997.0,-26.412,3326,36,89,해외 주식,KINDEX,False,False,False
352540,7,KODEX TSE일본리츠(H),12610,2,75,0.6,12685.0,-1.9171,3,0,88,기타,KODEX,False,False,True
316300,7,KINDEX 싱가포르리츠,12585,5,-55,-0.44,12632.0,-1.4425,1998,25,88,기타,KINDEX,False,False,False
270800,2,KBSTAR KQ고배당,12570,3,0,0.0,12627.0,-17.7249,251,3,88,국내 업종/테마,KBSTAR,False,False,False
295000,6,KBSTAR 국채선물10년,51120,5,-50,-0.1,51090.0,1.3568,299,15,88,채권,KBSTAR,False,False,False
429990,7,SOL 한국형글로벌플랫폼&메타버스액티브,9700,2,5,0.05,9845.0,,145,1,87,기타,SOL,False,False,False
364690,1,KODEX 혁신기술테마액티브,10900,2,15,0.14,10902.0,-9.2766,235,2,87,국내 시장지수,KODEX,False,False,False
292750,1,ARIRANG KRX300,14525,5,-35,-0.24,14509.0,-10.6639,17,0,87,국내 시장지수,ARIRANG,False,False,False
261140,2,TIGER 우선주,10600,2,5,0.05,10623.0,-10.7865,651,6,87,국내 업종/테마,TIGER,False,False,False
395150,2,KODEX Fn웹툰&드라마,6200,3,0,0.0,6199.0,-24.9304,7207,44,87,국내 업종/테마,KODEX,False,False,False
291130,4,KINDEX 멕시코MSCI(합성),10790,2,105,0.98,10734.0,-9.3339,198,2,86,해외 주식,KINDEX,False,False,False
261110,7,TIGER 미국달러선물레버리지,12315,5,-140,-1.12,12352.0,13.8482,4285,53,86,기타,TIGER,False,True,False
269370,4,TIGER S&P글로벌인프라(합성),12220,2,105,0.87,12210.0,-4.1459,124,1,86,해외 주식,TIGER,False,False,False
395270,2,HANARO Fn K-반도체,8135,5,-110,-1.33,8125.0,-11.3346,1224,9,85,국내 업종/테마,HANARO,False,False,False
145850,2,TREX 펀더멘탈 200,33970,5,-105,-0.31,33976.0,-10.4068,1,0,85,국내 업종/테마,TREX,False,False,False
434730,2,HANARO 원자력iSelect,10405,5,-35,-0.34,10441.0,,11814,123,83,국내 업종/테마,HANARO,False,False,False
244620,2,KODEX 모멘텀Plus,10220,3,0,0.0,10230.0,-18.7923,153,1,82,국내 업종/테마,KODEX,False,False,False
373530,4,ARIRANG 신흥국MSCI인버스(합성 H),11325,5,-5,-0.04,11305.0,12.1782,485,5,82,해외 주식,ARIRANG,True,False,False
416090,4,KINDEX 중국과창판STAR50,8120,5,-190,-2.29,8428.0,7.5728,4192,33,81,해외 주식,KINDEX,False,False,False
307010,3,KBSTAR KRX300레버리지,11595,5,-55,-0.47,11597.0,-21.2306,1267,14,81,국내 파생,KBSTAR,False,True,False
410870,2,TIMEFOLIO K컬처액티브,6730,2,30,0.45,6751.0,-18.5411,4,0,81,국내 업종/테마,TIMEFOLIO,False,False,False
108590,1,TREX 200,32295,5,-155,-0.48,32376.0,-10.6283,28,0,81,국내 시장지수,TREX,False,False,False
252650,1,KODEX 200동일가중,10030,2,15,0.15,10053.0,-14.5551,101,1,80,국내 시장지수,KODEX,False,False,False
417450,2,KBSTAR 글로벌수소경제Indxx,9400,2,290,3.18,9430.0,-20.4367,2533,23,80,국내 업종/테마,KBSTAR,False,False,False
391590,4,KINDEX 미국스팩&IPO INDXX,6645,2,10,0.15,6616.0,-14.4975,6,0,80,해외 주식,KINDEX,False,False,False
367740,2,HANARO Fn5G산업,11360,5,-140,-1.22,11379.0,-12.8128,69,0,80,국내 업종/테마,HANARO,False,False,False
253230,3,KOSEF 200선물인버스2X,3185,2,30,0.95,3183.0,22.0502,105278,335,79,국내 파생,KOSEF,True,False,False
402460,2,HANARO Fn K-메타버스MZ,7500,5,-80,-1.06,7515.0,-24.727,453,3,79,국내 업종/테마,HANARO,False,False,False
432850,4,HANARO 글로벌백신치료제MSCI,10425,5,-130,-1.23,10485.0,,908,9,78,해외 주식,HANARO,False,False,False
433850,7,ARIRANG TDF2030액티브,10220,2,70,0.69,10205.0,,236,2,77,기타,ARIRANG,False,False,False
432840,4,HANARO 미국S&P500,9575,5,-105,-1.08,9568.0,,1228,11,77,해외 주식,HANARO,False,False,False
152500,3,KINDEX 레버리지,5885,5,-40,-0.68,5889.0,-21.5752,10286,60,77,국내 파생,KINDEX,False,True,False
167860,6,KOSEF 국고채10년레버리지,108770,5,-170,-0.16,108775.0,3.2019,847,92,76,채권,KOSEF,False,True,False
433980,7,KODEX TDF2040액티브,10130,5,-30,-0.3,10167.0,,45187,458,76,기타,KODEX,False,False,False
